"Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years"
"660,43.16866,-79.2484,7,99,5,5,21,0,85,8,84,6,58,-17,85,-4,85,-11,54,-8"
"235,43.0773,-79.1005,20,100,10,5,20,0,67,-16,59,-35,63,-15,54,-27,69,-25,54,-21"
"280,43.1656,-79.4792,0,100,5,0,10,0,78,3,78,3,61,15,75,-5,88,8,29,-11"
"280,43.07239,-79.1093,20,100,5,5,20,0,82,-1,59,-30,45,-36,87,23,81,35,48,12"
"575,42.87863,-79.0522,2,100,2,2,14,0,88,8,90,12,65,-2,87,12,75,8,48,15"
"160,43.11665,-79.1026,15,100,0,0,20,0,86,2,86,6,71,9,86,-7,93,0,57,21"
"590,43.0754,-79.137,33,99,8,8,14,0,82,-15,92,-5,72,-5,82,-6,84,-8,51,-13"
"400,43.201,-79.5616,0,100,0,0,15,0,82,14,82,9,82,14,94,20,86,3,64,10"
"325,43.18672,-79.2335,30,100,20,20,15,0,73,-11,70,-14,37,-35,88,11,85,0,35,-7"
"390,43.1995,-79.2117,5,100,0,5,15,0,91,6,80,-5,71,-9,83,-2,76,0,59,-6"
"285,43.1267,-79.1059,0,100,0,0,15,0,80,-8,72,-22,64,-5,96,9,91,8,67,2"
"420,42.89113,-79.2578,0,100,0,0,20,0,74,-10,72,-23,72,-4,94,3,88,-1,71,-18"
"295,43.1883,-79.5512,5,100,0,0,10,0,83,-4,83,-11,90,3,90,1,100,4,81,11"
"350,43.13692,-79.243,15,100,10,10,10,0,97,6,97,3,97,16,93,-1,93,-1,83,27"
"190,42.90109,-79.2632,0,100,0,0,30,0,74,-13,68,-19,63,-17,88,17,71,6,59,30"
"235,43.09308,-79.1986,10,100,5,5,15,0,95,-5,95,1,91,-3,96,-4,96,9,80,20"
"345,43.11919,-79.1127,10,100,5,5,15,0,93,32,90,19,86,30,88,14,88,23,76,55"
"325,43.1946,-79.2428,0,100,0,5,15,0,85,3,64,-12,79,13,86,-1,97,10,56,-5"
"390,42.91472,-78.925,0,100,0,0,20,0,82,17,82,26,82,26,93,17,91,19,80,42"
"380,43.2035,-79.2518,15,95,5,0,15,0,88,-3,95,1,83,-11,92,-8,95,-5,76,-12"
"315,42.9828,-79.245,0,100,0,0,30,0,92,45,92,54,69,38,79,-10,71,-24,46,-33"
"285,43.2139,-79.2147,0,100,0,0,20,0,79,-16,93,3,82,2,67,-28,71,-18,50,-18"
"320,43.1301,-79.2658,10,100,5,0,10,0,94,13,88,2,84,9,97,4,100,7,81,28"
"445,43.2066,-79.2311,0,100,0,0,20,0,88,-9,90,-7,88,-7,94,4,96,11,77,15"
"245,43.1775,-79.222,10,100,10,5,20,0,85,-7,93,1,78,-10,75,-6,88,7,56,6"
"225,43.12244,-79.2026,0,100,0,0,25,0,91,26,91,26,91,26,79,2,74,-18,53,-1"
"435,42.98509,-79.2326,5,100,0,0,15,0,86,12,91,21,80,10,95,23,82,8,58,37"
"390,43.08499,-79.1049,10,100,10,5,20,5,83,16,83,7,72,5,81,18,84,38,41,7"
"435,43.0216,-79.2616,15,100,5,5,20,0,82,16,85,6,59,7,81,-3,81,-3,50,-12"
"490,43.11686,-79.2144,5,100,0,0,20,0,83,-6,90,-1,73,-11,78,-2,81,-2,56,0"
"330,43.05524,-79.0424,10,100,0,5,20,0,72,23,69,3,53,-8,80,-3,71,-12,59,-15"
"220,43.0006,-79.2522,0,100,0,0,20,0,63,-7,58,-27,63,8,76,-12,76,0,33,-32"
"525,43.17094,-79.4727,1,100,0,1,16,0,79,-1,89,5,77,6,87,-8,87,3,61,-12"
"190,43.10222,-79.072,20,100,15,10,15,0,83,22,61,4,56,17,90,7,90,15,70,20"
"340,43.20636,-79.6141,10,100,10,10,5,0,77,-20,69,-25,57,-24,94,12,91,-2,80,30"
"410,43.09885,-79.5442,0,100,0,0,20,0,75,-2,82,5,75,7,93,13,97,6,70,10"
"335,43.1587,-79.1068,10,100,0,0,15,0,100,3,97,0,93,-1,97,19,94,16,67,-3"
"195,42.8852,-79.2605,0,100,0,0,15,0,84,3,84,9,84,9,83,-7,93,8,41,-34"
"315,42.9437,-79.0477,0,100,0,0,15,0,95,4,86,9,83,0,93,8,93,8,63,-11"
"520,43.15851,-79.3919,2,100,1,0,16,0,97,9,98,16,87,7,96,3,98,7,69,9"
"245,43.10193,-79.0821,5,100,0,5,15,0,74,7,59,-8,67,23,81,17,81,13,44,1"
"275,43.13943,-79.2618,20,100,0,0,20,0,100,10,88,2,81,-5,91,3,96,8,74,2"
"225,43.12625,-79.2115,5,100,5,5,20,0,94,3,94,3,78,-4,67,-14,73,-13,40,-17"
"220,42.92441,-79.3744,0,100,0,0,20,0,81,-1,62,-24,69,-10,82,-18,82,22,82,12"
"255,43.18828,-79.2566,10,100,0,0,20,0,88,14,96,18,72,24,85,-11,91,8,55,12"
"195,42.9457,-79.4408,0,100,0,0,25,0,73,-12,77,-1,73,14,77,-10,85,-6,62,-12"
"130,43.1756,-79.3091,0,100,0,0,15,0,80,-12,80,-20,80,-3,100,0,100,0,87,-1"
"355,49.07481,-81.0189,0,100,0,0,20,0,15,-26,18,-20,10,-31,43,-22,38,-30,11,-8"
"365,43.53156,-79.7106,20,100,5,0,15,0,76,-12,72,-16,48,-30,81,-5,81,-5,56,8"
"385,43.66624,-79.7462,20,100,10,10,10,0,78,-4,81,-8,59,-2,82,-3,91,15,59,3"
"410,43.7529,-79.7679,25,100,10,10,10,0,79,6,61,-14,63,11,87,2,85,-2,42,-13"
"425,43.59904,-79.6219,40,100,15,15,10,0,80,11,63,-5,61,7,86,13,94,13,54,22"
"265,43.52396,-79.695,35,100,5,5,10,0,65,-21,50,-41,46,-27,89,-7,96,0,43,-11"
"265,43.5848,-79.6522,30,100,15,10,15,0,86,7,82,-7,68,-16,78,-14,85,-7,56,14"
"395,43.55954,-79.7238,25,95,10,10,10,0,91,-1,83,-3,73,-9,85,-3,85,0,44,-8"
"270,43.70595,-79.7466,15,100,5,5,10,0,79,-4,76,3,70,23,83,8,78,3,30,-3"
"215,43.76465,-79.7314,30,100,0,5,15,0,70,-14,70,-8,52,-16,91,-2,95,9,41,3"
"305,43.57306,-79.6309,35,100,15,10,15,0,74,-7,76,-5,63,-4,84,0,78,0,41,-15"
"515,43.7751,-79.6981,26,100,6,6,12,0,73,-2,65,-13,56,-2,74,-9,84,-1,39,0"
"280,43.72731,-79.7111,25,100,5,5,10,0,78,4,61,-5,53,-7,79,5,82,1,26,0"
"320,43.75604,-79.7463,25,100,10,15,10,0,89,2,74,-8,63,-1,79,11,82,16,41,7"
"445,43.6868,-79.8196,20,100,5,10,10,0,68,-10,68,-14,58,3,74,-14,74,-15,36,-3"
"490,43.72491,-79.6363,30,100,15,10,10,0,88,7,88,4,62,-7,72,-6,74,-8,33,-7"
"375,43.87366,-79.7261,10,100,0,0,10,0,73,-13,61,-25,52,-24,97,5,93,1,59,14"
"300,43.78429,-79.7292,15,100,5,5,20,0,91,11,82,5,79,9,89,0,96,11,35,-14"
"490,43.72301,-79.7293,30,100,10,10,15,0,73,-10,75,2,57,1,91,20,89,18,48,21"
"235,43.56702,-79.6239,15,100,0,5,15,0,64,-17,58,-15,42,-34,96,20,89,8,25,-8"
"470,43.59246,-79.613,45,100,5,10,10,0,68,4,64,2,42,-13,71,-9,85,16,35,-2"
"300,43.68807,-79.7775,15,95,10,10,15,0,66,1,44,-32,28,-13,70,3,67,9,10,-23"
"140,43.5914,-79.7108,25,100,15,10,20,0,86,-9,93,7,86,24,90,0,100,19,50,-2"
"205,43.79178,-79.7472,5,100,5,0,0,0,80,2,80,2,60,-18,94,10,88,-3,41,-6"
"240,43.56934,-79.733,20,100,0,0,10,0,71,-17,76,11,52,-1,90,-2,94,7,60,4"
"355,43.67388,-79.7848,25,100,15,10,15,0,76,9,65,10,32,-10,91,8,91,5,38,-4"
"590,43.7438,-79.7597,12,100,7,7,9,0,79,-11,83,-5,59,-7,90,3,90,0,61,23"
"150,43.64647,-79.7342,20,100,15,15,20,0,77,2,62,-13,38,-22,60,-15,60,2,20,3"
"345,43.57798,-79.5666,20,100,5,5,25,0,88,13,88,20,65,6,83,6,87,14,91,33"
"230,43.73354,-79.7987,10,100,0,5,10,0,60,-31,48,-48,28,-24,79,-17,71,-21,43,-24"
"380,43.61777,-79.6636,20,100,10,10,10,0,78,-12,74,-16,74,-3,92,13,94,16,67,19"
"325,43.72463,-79.7804,15,100,10,10,10,0,86,1,92,4,86,15,93,19,90,16,76,28"
"485,43.58028,-79.7892,25,100,10,5,10,0,91,-2,92,-5,82,-6,85,7,80,-3,61,21"
"350,43.61859,-79.5893,50,100,10,10,15,0,61,-11,52,-17,33,-23,83,26,83,16,32,5"
"475,43.91892,-80.1171,5,95,5,0,5,0,78,6,84,10,60,11,93,4,86,1,35,-8"
"465,43.69536,-79.8106,10,100,5,10,15,0,85,4,89,12,45,-9,74,-1,90,22,36,-12"
"555,43.69927,-79.7632,26,100,10,10,9,0,59,-5,65,9,43,-8,84,2,85,3,33,-17"
"350,43.73602,-79.7415,15,100,0,5,15,0,68,-5,62,-7,44,-10,59,-5,51,-15,8,-5"
"265,43.6232,-79.6126,25,100,0,0,10,0,74,-11,78,-10,37,-17,83,-1,87,0,39,-6"
"500,43.93045,-80.116,5,100,0,0,10,0,72,4,62,-2,43,-12,92,25,92,31,48,17"
"255,43.58163,-79.673,30,100,10,15,10,0,81,6,81,1,44,-11,93,40,93,40,69,45"
"240,43.65816,-79.7593,20,100,5,5,10,0,64,-26,68,-18,45,-24,90,-2,86,-14,38,-41"
"520,43.57434,-79.6093,49,100,21,22,11,0,81,11,83,9,67,19,84,4,84,2,44,-13"
"315,43.70438,-79.78,15,100,10,5,20,5,62,-14,59,-11,44,1,87,12,92,6,33,-3"
"460,43.52178,-79.6262,15,100,0,5,20,0,89,-6,85,-10,62,-19,98,4,98,13,60,-15"
"270,43.54534,-79.6961,20,100,0,0,10,0,82,-4,74,-5,79,-3,93,9,97,25,67,39"
"625,43.89218,-79.8746,7,100,1,1,9,0,85,-9,82,-10,67,-16,87,3,92,7,37,-3"
"205,43.57482,-79.666,20,100,10,10,15,0,77,-7,73,-11,82,10,77,-3,77,-7,73,17"
"310,43.57334,-79.5794,30,100,5,0,10,0,94,5,90,1,74,-15,84,-6,84,-10,54,-1"
"265,43.56624,-79.7586,30,100,5,0,10,0,93,-2,90,5,63,8,88,-1,85,-11,54,-9"
"360,43.59861,-79.5767,10,100,0,0,5,0,95,8,100,3,100,15,92,-5,92,-8,79,20"
"340,43.57746,-79.7406,30,100,10,10,20,0,93,5,81,-6,54,-15,88,8,88,3,35,-10"
"310,43.55689,-79.7504,35,100,10,10,15,0,76,3,68,-11,59,1,84,4,84,-1,51,7"
"480,43.67445,-79.7381,25,95,5,5,5,0,73,-2,88,6,67,3,66,-26,82,-13,32,-34"
"485,43.52637,-79.6717,15,100,10,10,10,0,87,6,68,-9,68,6,80,0,85,7,32,-16"
"265,43.55864,-79.6562,35,100,10,10,10,0,70,8,53,-24,50,0,62,-8,70,-4,27,5"
"540,43.60917,-79.7074,26,99,5,5,8,0,89,1,84,-8,63,-10,92,4,95,7,66,13"
"240,43.50587,-79.6509,25,100,5,10,15,0,95,3,77,-11,73,2,100,0,88,-12,75,2"
"325,43.58592,-79.6847,20,100,10,5,10,0,71,1,65,-9,59,7,68,2,73,7,49,8"
"255,43.60373,-79.6607,40,100,10,15,20,0,71,-19,67,-28,42,-39,82,1,86,11,50,6"
"445,43.73608,-79.7695,30,100,10,10,5,0,88,10,79,-5,50,-1,77,-16,84,-9,51,-11"
"400,43.73397,-79.7243,25,100,0,5,10,0,79,8,79,17,68,11,97,7,92,0,67,0"
"240,43.55912,-79.6302,20,100,0,0,10,0,82,11,91,20,73,6,91,3,91,8,50,-13"
"650,43.71302,-79.7667,17,100,8,9,9,0,85,13,73,1,58,17,78,-6,82,7,35,-2"
"275,43.74193,-79.7327,15,100,5,0,10,10,50,-31,46,-12,31,-17,74,1,65,-3,44,-5"
"490,43.71031,-79.7116,30,100,10,10,20,0,69,22,65,13,35,8,69,-16,61,-22,15,-14"
"270,43.57904,-79.7678,15,100,5,5,15,0,86,-14,100,0,82,-6,100,0,100,0,100,21"
"345,43.87083,-79.7125,10,100,0,0,20,0,98,8,96,2,87,-3,91,10,87,7,39,4"
"205,43.67689,-79.7787,15,100,10,10,15,0,55,-4,32,-41,32,9,65,-29,59,-12,6,-18"
"305,43.58127,-79.7096,15,100,5,10,15,0,84,-4,81,-2,72,-4,87,2,87,5,50,32"
"315,43.61332,-79.6521,30,100,10,10,10,0,85,0,81,2,50,-20,89,1,93,1,45,-25"
"385,43.62032,-79.7236,20,100,5,5,15,0,81,-3,62,-17,59,-15,91,1,85,4,51,-2"
"255,43.66059,-79.7314,20,100,10,10,10,0,90,23,90,19,53,3,96,37,91,32,48,14"
"285,43.72315,-79.7903,20,100,5,5,15,0,73,4,62,-18,57,-4,70,-2,67,-9,47,13"
"175,43.51577,-79.6454,30,100,10,10,15,0,94,2,94,2,82,3,55,-18,64,-9,27,0"
"400,43.54662,-79.6054,20,100,5,5,10,0,84,6,79,0,77,8,85,-8,87,-11,47,-23"
"520,43.53604,-79.6759,30,100,8,8,9,1,82,2,71,-2,56,1,81,-10,81,-12,40,-8"
"220,43.72742,-79.7535,20,100,0,0,10,0,59,-23,71,-4,35,-15,79,-2,79,1,28,-13"
"310,43.69618,-79.7886,15,100,5,0,10,0,74,10,48,-16,30,-13,85,-11,81,-15,8,-22"
"325,43.55134,-79.6796,25,100,0,5,5,20,100,10,95,15,95,15,94,3,94,0,78,4"
"290,43.68369,-79.7541,10,100,0,0,20,0,54,-5,61,-15,25,-25,74,4,89,19,37,11"
"310,43.59974,-79.6558,20,100,5,10,10,0,89,-5,91,-3,63,-26,85,4,100,11,68,1"
"370,43.66467,-79.7717,20,100,10,10,10,0,75,26,73,8,57,11,73,-2,85,6,35,-4"
"510,43.87136,-79.7591,5,99,0,0,17,0,69,-3,71,-5,56,0,73,-13,80,-6,35,-31"
"270,43.81737,-79.7264,45,100,0,0,20,0,65,8,42,-19,46,-2,88,19,92,30,54,23"
"270,43.91204,-80.1035,10,100,5,5,10,0,62,-20,58,-27,54,-18,69,-5,73,10,12,-18"
"280,43.57872,-79.6323,35,95,0,0,15,0,81,14,93,10,67,17,92,0,98,3,48,-13"
"410,43.60822,-79.6427,30,95,10,5,15,0,83,6,83,11,58,11,67,-19,67,-10,22,-5"
"265,43.72101,-79.6456,25,100,20,20,10,0,57,-13,60,-5,37,7,79,29,83,8,31,-14"
"335,43.59489,-79.7016,20,95,10,15,10,0,77,-1,94,10,71,2,87,1,87,-4,53,-7"
"275,43.59353,-79.7701,15,100,5,5,20,0,95,8,80,-7,80,3,77,-13,85,-1,65,27"
"500,43.73722,-79.8244,0,95,0,0,15,0,84,3,74,-5,69,2,75,-9,80,-5,38,-17"
"350,43.56093,-79.6985,30,100,10,15,10,0,85,-15,100,5,81,-5,97,2,99,-1,81,-7"
"460,43.5409,-79.7223,25,100,5,5,20,0,92,8,89,10,68,7,88,2,86,3,45,-11"
"290,43.56558,-79.7701,20,100,10,10,10,0,73,-14,87,-3,50,-37,96,-4,96,-4,69,7"
"595,43.62159,-79.596,52,100,8,9,11,1,89,-1,81,-8,65,-14,93,0,95,5,68,-6"
"305,43.72801,-79.8152,15,100,5,5,5,0,88,10,78,-5,71,6,86,-7,86,-10,51,14"
"420,43.59096,-79.7512,20,100,10,10,20,0,64,-27,53,-24,47,-15,86,-1,86,-3,49,-13"
"490,43.57943,-79.7773,35,95,0,0,15,0,67,-9,71,-17,71,1,97,-1,95,2,68,15"
"575,43.60536,-79.6013,30,100,6,6,13,0,90,5,92,12,88,20,91,0,94,6,68,9"
"615,43.57996,-79.5991,19,100,3,3,15,0,91,-3,91,-3,78,-1,91,-2,89,-4,51,-29"
"395,43.68912,-79.7999,10,100,0,0,10,0,79,3,55,-15,58,10,92,2,88,-5,36,-22"
"555,43.60067,-79.6894,22,100,7,6,15,0,75,-3,75,2,70,1,79,2,81,0,66,1"
"325,43.63113,-79.7178,30,100,5,5,15,0,88,-8,80,-9,76,-9,91,2,98,9,59,4"
"160,43.61312,-79.6213,20,100,0,0,15,0,84,-2,60,3,60,-2,67,-14,67,-23,33,-19"
"450,43.69632,-79.8371,10,100,10,10,10,0,80,-2,70,-5,48,0,79,-9,83,-3,43,10"
"390,43.63524,-79.7718,25,100,10,10,15,0,85,-4,82,-7,68,-2,81,10,78,-8,56,8"
"610,43.76573,-79.6746,38,100,6,6,19,0,63,-4,61,-11,29,-25,83,-3,89,5,35,-3"
"390,43.62412,-79.7461,20,100,0,0,20,10,86,-4,90,-7,62,-23,93,9,91,5,71,6"
"565,43.54816,-79.734,28,100,12,12,12,0,89,4,89,0,83,0,84,-8,82,-8,62,-8"
"335,43.68748,-79.8291,15,100,5,5,15,0,64,-15,58,-19,49,-11,59,-30,70,-14,24,-32"
"195,43.60558,-79.6316,35,100,10,10,20,0,81,6,100,12,56,0,73,-5,73,-14,27,-30"
"300,43.5839,-79.6359,30,100,20,15,20,0,88,12,72,11,75,23,91,10,89,15,60,22"
"235,43.56249,-79.5714,10,100,0,0,10,5,74,-22,91,-5,65,-35,100,0,96,-4,52,-28"
"365,43.66959,-79.8017,15,100,0,5,10,0,90,12,86,1,61,-9,84,0,80,-17,44,-8"
"360,43.72155,-79.6992,20,100,10,10,20,0,90,-1,74,-19,38,-13,62,-11,65,-13,29,5"
"605,43.88979,-79.7468,3,100,0,0,15,0,84,-3,92,7,81,1,85,0,90,13,49,6"
"205,43.5654,-79.6444,30,100,10,10,10,0,76,-13,76,-18,76,-7,88,-12,94,1,75,11"
"545,43.72092,-79.8258,9,100,3,2,7,0,84,5,85,6,61,1,83,-1,88,5,43,7"
"490,43.70792,-79.8214,20,100,10,10,10,0,62,-7,52,-17,33,-14,81,7,81,2,43,23"
"230,43.61271,-79.604,20,100,10,10,15,0,89,21,89,21,85,24,87,7,87,7,52,-3"
"340,43.63581,-79.6016,20,100,0,0,5,0,100,22,100,22,94,42,86,-5,94,6,72,9"
"210,43.60187,-79.6346,35,100,10,15,20,0,91,14,87,-7,57,-14,85,18,100,27,50,30"
"330,43.81584,-79.1093,0,100,0,0,10,0,76,7,71,12,50,2,91,11,88,-2,52,-3"
"170,44.1097,-78.9607,0,100,0,5,20,0,71,-4,76,-4,57,-18,67,-4,83,8,33,12"
"195,43.9128,-78.8481,5,100,5,0,20,0,77,16,77,-1,55,12,85,-1,85,10,52,10"
"195,43.8836,-79.0441,5,100,10,5,15,0,76,-15,68,-23,64,-15,97,19,97,3,62,31"
"460,43.84354,-79.0159,10,100,5,5,15,0,76,-2,63,-15,40,-14,87,-4,91,7,44,3"
"220,43.9112,-78.9388,0,100,0,0,5,0,96,18,96,9,87,-4,88,18,82,8,45,-11"
"310,43.9618,-78.9753,0,100,0,5,10,0,93,17,86,5,76,2,75,-7,85,-7,38,-26"
"250,43.8739,-79.0362,10,95,0,5,10,0,62,-27,75,-17,56,-22,86,-2,89,-1,50,1"
"390,43.9043,-78.8839,5,95,0,0,10,0,62,-4,59,3,66,1,95,20,100,14,52,9"
"500,43.8267,-79.1309,3,100,2,3,9,0,65,-10,66,-18,60,-4,66,-19,76,-3,33,-6"
"145,43.8519,-79.0545,10,100,5,5,25,0,79,-21,63,-31,47,-31,83,-4,75,-25,17,-36"
"375,43.84482,-79.1012,0,100,5,5,10,0,90,21,90,21,41,-21,86,-4,86,-3,62,11"
"370,43.82663,-79.0145,5,100,0,5,15,0,57,-20,62,-29,42,-17,78,14,87,14,42,19"
"410,43.9453,-78.8582,0,100,0,0,15,0,78,-11,80,-7,60,-19,89,1,94,6,58,16"
"315,43.96015,-78.9376,5,100,0,0,15,0,80,-3,90,11,62,-20,91,9,93,6,44,-10"
"270,44.10667,-79.1387,5,100,0,0,10,0,83,-5,74,-17,39,-32,88,3,91,1,62,24"
"360,43.9352,-78.8495,5,100,5,10,15,0,61,-15,45,-40,39,-15,88,-2,92,-2,41,1"
"435,43.89132,-79.032,0,100,0,0,10,0,82,-1,78,-5,58,-14,89,-1,90,5,42,-26"
"280,43.8668,-79.0347,0,100,5,5,15,0,71,-2,61,-12,51,-10,82,8,88,14,47,7"
"440,43.94711,-78.8407,5,100,5,0,10,0,73,11,85,23,71,25,94,7,94,10,63,5"
"365,43.9038,-78.969,5,100,0,5,10,0,79,4,79,3,67,2,95,5,91,-2,77,11"
"170,43.8716,-78.9523,0,100,0,0,20,0,68,1,68,-6,53,-40,71,-18,71,3,38,2"
"540,43.9141,-78.9211,6,100,2,2,8,0,69,-5,79,-10,44,-29,91,-8,97,-3,67,-18"
"330,43.9064,-78.9488,5,100,5,5,10,0,91,4,91,1,78,-7,76,-16,86,-8,52,-18"
"365,43.8172,-79.1378,10,100,0,0,10,0,55,-12,64,-16,59,-20,82,-3,71,-14,24,-31"
"305,43.9022,-78.9093,0,100,5,5,10,0,97,0,97,-3,85,5,91,-3,91,7,49,-25"
"185,43.8762,-79.0302,5,95,10,10,10,0,74,2,79,10,65,10,81,-6,81,-1,27,-13"
"165,43.88675,-78.9219,10,100,0,0,20,0,85,13,92,20,54,-2,70,-30,80,4,15,9"
"220,43.88383,-78.8713,10,100,0,5,20,0,72,12,67,-13,56,-14,67,-23,77,-10,17,-18"
"355,43.86608,-79.081,5,100,10,10,10,0,75,-15,69,-10,44,-20,84,-6,88,-2,47,6"
"270,43.90902,-78.8914,5,100,0,0,25,0,89,11,86,1,54,-9,68,-28,71,-18,29,-38"
"335,43.86946,-79.0565,25,100,5,5,10,30,47,-22,47,-17,30,-12,82,-5,80,-4,52,-15"
"240,43.82786,-79.1318,30,100,5,10,10,0,89,26,82,5,61,-16,92,-6,92,-1,79,12"
"215,43.86669,-79.0332,25,100,5,10,10,0,75,6,56,-18,44,-19,89,-11,89,-6,59,-15"
"300,43.82722,-79.0799,25,100,5,10,10,0,52,-4,72,-2,52,-15,89,5,89,0,25,-27"
"150,43.92387,-78.8656,10,100,5,0,15,0,47,-27,40,-34,20,-41,89,14,89,27,41,16"
"345,43.87985,-78.9061,20,100,0,0,15,0,73,7,63,8,49,1,85,7,83,7,43,-22"
"260,43.8209,-79.0762,5,100,5,0,10,0,43,-30,64,-16,74,-5,83,9,83,9,40,3"
"495,43.96319,-78.941,5,100,0,0,10,0,79,-13,77,-11,65,-16,85,-9,84,-12,42,-31"
"215,43.87289,-78.8409,10,100,10,10,30,0,64,6,50,-8,64,22,72,10,76,18,24,16"
"445,43.84129,-79.0154,20,100,10,15,15,0,57,-22,63,-6,51,1,72,-2,75,8,58,30"
"600,43.97019,-78.9521,5,100,2,2,9,1,63,-22,63,-19,63,-15,84,-3,82,-7,39,-33"
"245,43.88617,-78.9268,10,100,0,5,20,0,84,29,88,49,60,25,70,-11,67,-14,30,7"
"450,43.86146,-79.0092,25,100,5,5,5,0,71,10,53,-21,51,-23,92,4,94,14,54,-4"
"555,43.89996,-78.9692,16,100,3,3,11,1,55,11,59,15,54,-8,94,9,98,14,63,26"
"620,43.83982,-79.0047,19,99,3,3,13,0,73,-12,80,-4,65,-14,87,-2,88,-1,57,-3"
"255,44.11231,-78.8174,0,100,0,0,20,0,81,0,66,-22,25,-37,64,-6,73,20,18,-9"
"705,43.96271,-78.9703,5,100,2,2,11,0,80,0,79,4,72,3,95,3,91,0,64,-5"
"630,43.89739,-78.8319,6,99,5,5,18,0,56,-35,52,-36,42,-47,68,-28,60,-32,37,-39"
"185,43.88053,-78.8737,10,100,5,0,25,0,78,8,70,-13,52,-13,83,11,76,-2,62,23"
"435,43.88654,-78.9705,15,100,5,5,10,0,89,1,82,-6,75,-11,81,-11,79,-13,67,16"
"285,43.90804,-78.8497,10,100,5,0,15,10,64,-14,69,-3,59,-16,78,-11,70,-14,55,-11"
"455,43.89026,-78.8386,10,100,0,0,10,0,19,-5,6,-34,43,-7,73,24,75,24,52,34"
"300,43.866,-78.8503,5,100,0,0,30,0,66,8,66,-6,49,-7,68,8,65,-4,28,5"
"295,43.89436,-78.9098,15,100,0,5,5,0,65,-14,70,-9,58,-21,82,9,79,-12,37,4"
"130,43.87113,-79.0333,35,100,5,0,10,0,58,-9,42,-27,32,-32,78,2,78,9,33,0"
"350,43.91438,-78.8703,10,95,5,0,15,0,76,-10,76,-16,52,-24,82,-13,80,-10,28,-35"
"170,43.82463,-79.0201,5,100,0,0,10,0,67,-7,42,-36,33,-41,88,-12,88,-6,35,2"
"450,43.86322,-79.0664,30,95,0,0,10,0,81,7,81,7,63,-1,81,-5,91,-1,56,-2"
"225,43.88367,-78.9519,15,100,5,10,15,0,100,5,83,1,73,-22,97,6,91,-3,83,39"
"325,43.81547,-79.1348,20,100,0,5,10,0,100,6,97,3,80,-12,94,-1,97,-3,66,-12"
"165,43.81286,-79.1094,10,100,5,5,15,0,89,70,84,53,63,51,68,27,42,12,16,-14"
"380,43.91371,-78.9415,25,100,0,0,10,0,94,3,86,1,88,3,90,0,90,0,71,0"
"395,43.90433,-78.8172,0,100,0,5,15,0,72,11,64,-6,50,0,81,16,79,7,28,0"
"475,43.83678,-79.1189,10,100,0,5,10,0,89,-4,88,3,82,-1,100,3,97,0,78,9"
"415,43.90478,-78.9344,20,100,0,0,15,0,67,-6,76,-4,60,0,77,-11,74,9,49,-2"
"260,43.8723,-78.8548,5,95,10,5,30,0,48,-21,74,0,45,-10,52,-12,48,-13,28,7"
"235,43.84264,-79.0869,20,100,5,5,10,0,77,2,70,-22,63,-4,75,-6,72,-6,25,-23"
"180,44.04028,-79.1978,15,95,5,0,10,0,95,15,95,15,82,10,83,-17,79,-16,58,5"
"315,43.92712,-78.8502,10,100,5,0,15,0,76,14,71,16,62,14,94,17,90,31,52,22"
"235,43.91939,-78.8428,5,100,10,10,20,0,60,-14,84,3,72,4,76,12,82,26,26,4"
"490,43.82726,-79.1258,25,100,0,0,5,0,78,-17,80,-15,64,-21,90,0,90,-3,78,10"
"310,43.90776,-78.9604,25,100,5,0,20,15,94,26,84,18,77,9,90,5,88,10,75,19"
"525,43.91374,-78.9177,19,99,3,3,8,0,91,1,83,5,60,-16,97,4,97,5,75,22"
"445,44.1086,-79.1124,5,95,0,5,10,0,83,1,77,3,77,1,93,10,95,21,70,28"
"300,43.95072,-78.8754,10,100,5,5,5,0,90,6,83,5,90,12,97,11,94,12,76,7"
"245,43.82344,-79.0278,10,100,5,0,15,0,76,-20,72,-9,79,6,83,-8,90,2,60,-10"
"230,43.86183,-78.8434,10,100,5,0,20,0,84,32,94,42,69,36,83,31,86,26,24,7"
"255,43.8712,-79.0434,20,100,5,5,10,0,85,-7,82,-2,61,-23,95,16,88,9,60,-4"
"290,43.85737,-79.0561,25,95,0,5,15,0,89,9,80,0,72,3,91,9,96,16,55,2"
